,yield,additive_*C3_NMR_shift,additive_*C3_electrostatic_charge,additive_*C4_NMR_shift,additive_*C4_electrostatic_charge,additive_*C5_NMR_shift,additive_*C5_electrostatic_charge,additive_*N1_electrostatic_charge,additive_*O1_electrostatic_charge,additive_E_HOMO,additive_E_LUMO,additive_V1_frequency,additive_V1_intensity,additive_dipole_moment,additive_electronegativity,additive_hardness,additive_molecular_volume,additive_molecular_weight,additive_ovality,additive_surface_area,aryl_halide_*C1_NMR_shift,aryl_halide_*C1_electrostatic_charge,aryl_halide_*C2_NMR_shift,aryl_halide_*C2_electrostatic_charge,aryl_halide_*C3_NMR_shift,aryl_halide_*C3_electrostatic_charge,aryl_halide_*C4_NMR_shift,aryl_halide_*C4_electrostatic_charge,aryl_halide_*H2_NMR_shift,aryl_halide_*H2_electrostatic_charge,aryl_halide_*H3_NMR_shift,aryl_halide_*H3_electrostatic_charge,aryl_halide_E_HOMO,aryl_halide_E_LUMO,aryl_halide_V1_frequency,aryl_halide_V1_intensity,aryl_halide_V2_frequency,aryl_halide_V2_intensity,aryl_halide_V3_frequency,aryl_halide_V3_intensity,aryl_halide_dipole_moment,aryl_halide_electronegativity,aryl_halide_hardness,aryl_halide_molecular_volume,aryl_halide_molecular_weight,aryl_halide_ovality,aryl_halide_surface_area,base_*N1_electrostatic_charge,base_E_HOMO,base_E_LUMO,base_dipole_moment,base_electronegativity,base_hardness,base_molecular_volume,base_molecular_weight,base_ovality,base_surface_area,ligand_*C10_NMR_shift,ligand_*C10_electrostatic_charge,ligand_*C11_NMR_shift,ligand_*C11_electrostatic_charge,ligand_*C12_NMR_shift,ligand_*C12_electrostatic_charge,ligand_*C13_NMR_shift,ligand_*C13_electrostatic_charge,ligand_*C14_NMR_shift,ligand_*C14_electrostatic_charge,ligand_*C15_NMR_shift,ligand_*C15_electrostatic_charge,ligand_*C16_NMR_shift,ligand_*C16_electrostatic_charge,ligand_*C17_NMR_shift,ligand_*C17_electrostatic_charge,ligand_*C1_NMR_shift,ligand_*C1_electrostatic_charge,ligand_*C2_NMR_shift,ligand_*C2_electrostatic_charge,ligand_*C3_NMR_shift,ligand_*C3_electrostatic_charge,ligand_*C4_NMR_shift,ligand_*C4_electrostatic_charge,ligand_*C5_NMR_shift,ligand_*C5_electrostatic_charge,ligand_*C6_NMR_shift,ligand_*C6_electrostatic_charge,ligand_*C7_NMR_shift,ligand_*C7_electrostatic_charge,ligand_*C8_NMR_shift,ligand_*C8_electrostatic_charge,ligand_*C9_NMR_shift,ligand_*C9_electrostatic_charge,ligand_*H11_NMR_shift,ligand_*H11_electrostatic_charge,ligand_*H3_NMR_shift,ligand_*H3_electrostatic_charge,ligand_*H4_NMR_shift,ligand_*H4_electrostatic_charge,ligand_*H9_NMR_shift,ligand_*H9_electrostatic_charge,ligand_*P1_electrostatic_charge,ligand_V10_frequency,ligand_V10_intensity,ligand_V1_frequency,ligand_V1_intensity,ligand_V2_frequency,ligand_V2_intensity,ligand_V3_frequency,ligand_V3_intensity,ligand_V4_frequency,ligand_V4_intensity,ligand_V5_frequency,ligand_V5_intensity,ligand_V6_frequency,ligand_V6_intensity,ligand_V7_frequency,ligand_V7_intensity,ligand_V8_frequency,ligand_V8_intensity,ligand_V9_frequency,ligand_V9_intensity,ligand_dipole_moment
3255,5.370036774,154.33,0.439,95.8,-0.451,150.97,0.113,-0.332,-0.081,-0.2382,-0.0385,1001.2,0.213,2.752454,0.14,0.1,154.42,145.161,1.226,170.65,134.17,0.18600000000000005,122.17,-0.205,122.67,-0.156,135.26,0.125,6.98,0.146,6.98,0.136,-0.2373,-0.0104,728.0319999999998,2.439,1359.0479999999998,0.053,1629.804,0.56,2.32974,0.12,0.11,149.79,140.613,1.255,171.15,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.561,16.577,3043.097,18.145,3064.344,38.21,1.212924
142,58.99233401,151.67,0.487,104.84,-0.465,150.97,0.107,-0.35700000000000004,-0.073,-0.2805,-0.0568,770.3689999999998,18.505,2.516823,0.17,0.11,137.4,141.126,1.26,162.25,-339.2,-0.139,123.94,0.009000000000000001,422.73,-0.248,2119.19,0.2,409.74,0.084,428.0,0.14300000000000002,-0.2309,-0.0286,722.8860000000002,2.419,1283.563,0.002,1621.037,0.046,2.177715,0.13,0.1,161.18,232.06,1.274,182.46,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,140.09,0.097,118.83,-0.27,143.89,-0.205,32.46,0.698,37.52,0.453,32.2,0.716,33.16,1.069,32.62,1.32,129.99,0.448,132.94,-0.393,119.01,-0.079,121.45,-0.145,127.05,-0.215,145.67,-0.0,134.54,0.14800000000000002,143.89,-0.14300000000000002,114.35,-0.234,7.03,0.118,7.2,0.121,7.24,0.135,7.17,0.139,-0.96,951.373,1.165,898.809,9.845,996.728,0.153,935.876,2.155,1354.126,1.023,978.463,0.398,1637.6329999999996,13.638,3032.525,15.987,942.738,2.576,3097.792,2.28,1.282615
3159,32.07542073,151.87,0.424,89.1,-0.579,163.07,0.581,-0.3670000000000001,-0.113,-0.2147,-0.0191,704.643,2.257,3.387206,0.12,0.1,156.08,148.165,1.266,177.47,138.83,-0.093,125.65,0.015,120.95,-0.223,125.53,0.13,7.3,0.1,7.37,0.156,-0.2616,-0.0413,729.711,3.216,1349.391,2.487,1632.664,3.838,0.754193,0.15,0.11,149.53,225.012,1.256,171.08,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.561,16.577,3043.097,18.145,3064.344,38.21,1.212924
2645,0.0,151.67,0.487,104.84,-0.465,150.97,0.107,-0.35700000000000004,-0.073,-0.2805,-0.0568,770.3689999999998,18.505,2.516823,0.17,0.11,137.4,141.126,1.26,162.25,156.88,0.362,122.34,-0.338,129.62,0.204,115.4,-0.448,7.06,0.138,7.26,0.08,-0.2576,-0.0391,741.113,0.14300000000000002,1311.84,4.551,1626.612,33.814,3.579429,0.15,0.11,111.15,158.003,1.166,130.31,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.04,0.122,114.09,-0.261,141.19,-0.045,33.87,0.648,38.35,0.457,33.83,0.682,47.66,1.008,46.62,1.858,125.25,0.158,148.25,0.01,101.36,-0.171,104.85,-0.34600000000000003,145.58,0.364,138.62,-0.156,129.94,0.048,140.88,-0.004,117.57,-0.362,7.1,0.139,6.41,0.155,6.45,0.17800000000000002,6.93,0.132,-0.925,1391.234,0.05,1661.1129999999996,16.611,906.54,0.339,983.599,3.353,3081.376,27.489,3077.215,33.97,1631.618,37.445,3025.675,16.22,1054.5,1.432,3041.406,35.621,3.735286
2857,0.230274449,150.81,0.279,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.153,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,127.68,0.021,123.14,-0.045,112.08,-0.405,149.13,0.517,6.96,0.13699999999999998,6.62,0.19,-0.2202,-0.0118,703.578,0.047,1351.34,54.42100000000001,1632.3729999999996,10.492,2.894904,0.12,0.1,140.11,142.585,1.231,160.65,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.04,0.122,114.09,-0.261,141.19,-0.045,33.87,0.648,38.35,0.457,33.83,0.682,47.66,1.008,46.62,1.858,125.25,0.158,148.25,0.01,101.36,-0.171,104.85,-0.34600000000000003,145.58,0.364,138.62,-0.156,129.94,0.048,140.88,-0.004,117.57,-0.362,7.1,0.139,6.41,0.155,6.45,0.17800000000000002,6.93,0.132,-0.925,1391.234,0.05,1661.1129999999996,16.611,906.54,0.339,983.599,3.353,3081.376,27.489,3077.215,33.97,1631.618,37.445,3025.675,16.22,1054.5,1.432,3041.406,35.621,3.735286
3136,2.8287389710000004,143.71,0.229,76.56,-0.596,161.14,0.55,-0.379,-0.08900000000000001,-0.2037,-0.0161,909.698,4.159,3.974105,0.11,0.09,288.72,264.328,1.439,304.03,139.77,0.128,122.5,-0.139,120.97,-0.154,124.83,0.07,7.15,0.14300000000000002,7.4,0.15,-0.2648,-0.0396,731.482,2.8680000000000003,1351.72,3.2110000000000003,1634.876,5.078,0.770806,0.15,0.11,145.02,180.556,1.247,166.46,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,139.58,0.124,114.03,-0.248,140.09,-0.081,33.08,0.584,38.44,0.461,33.24,0.682,40.72,0.542,35.45,0.606,135.09,0.14300000000000002,125.13,-0.247,119.33,-0.14,121.04,-0.12,125.28,-0.271,143.11,0.256,133.49,-0.05,140.4,0.025,118.03,-0.359,7.15,0.13699999999999998,7.22,0.131,7.19,0.132,6.93,0.131,-0.6759999999999999,3072.225,66.18,900.827,11.173,992.22,0.009000000000000001,1349.505,0.251,1356.691,6.992000000000001,1360.565,0.955,1640.307,4.414,3026.561,16.577,3043.097,18.145,3064.344,38.21,1.212924
2213,0.926720681,151.87,0.424,89.1,-0.579,163.07,0.581,-0.3670000000000001,-0.113,-0.2147,-0.0191,704.643,2.257,3.387206,0.12,0.1,156.08,148.165,1.266,177.47,127.68,0.021,123.14,-0.045,112.08,-0.405,149.13,0.517,6.96,0.13699999999999998,6.62,0.19,-0.2202,-0.0118,703.578,0.047,1351.34,54.42100000000001,1632.3729999999996,10.492,2.894904,0.12,0.1,140.11,142.585,1.231,160.65,-0.784,-0.2148,0.0029,1.126227,0.11,0.11,214.2,171.28799999999995,1.402,242.78,139.04,0.122,114.09,-0.261,141.19,-0.045,33.87,0.648,38.35,0.457,33.83,0.682,47.66,1.008,46.62,1.858,125.25,0.158,148.25,0.01,101.36,-0.171,104.85,-0.34600000000000003,145.58,0.364,138.62,-0.156,129.94,0.048,140.88,-0.004,117.57,-0.362,7.1,0.139,6.41,0.155,6.45,0.17800000000000002,6.93,0.132,-0.925,1391.234,0.05,1661.1129999999996,16.611,906.54,0.339,983.599,3.353,3081.376,27.489,3077.215,33.97,1631.618,37.445,3025.675,16.22,1054.5,1.432,3041.406,35.621,3.735286
1420,62.86856054,143.71,0.229,76.56,-0.596,161.14,0.55,-0.379,-0.08900000000000001,-0.2037,-0.0161,909.698,4.159,3.974105,0.11,0.09,288.72,264.328,1.439,304.03,132.85,-0.025,125.36,-0.058,122.91,-0.211,136.02,0.16699999999999998,7.11,0.104,6.97,0.14,-0.2364,-0.0115,725.09,2.58,1284.067,0.009000000000000001,1627.294,0.213,2.410215,0.12,0.11,154.31,185.069,1.263,175.78,-0.611,-0.1913,0.0505,2.703408,0.07,0.12,170.58,153.22899999999996,1.268,188.57,139.15,0.136,114.15,-0.326,141.06,0.056,34.2,0.629,38.4,0.468,33.74,0.667,40.22,1.325,41.46,1.029,126.51,0.22,148.46,0.018000000000000002,101.52,-0.161,104.91,-0.37,145.54,0.424,138.29,-0.285,129.92,-0.014,141.07,0.033,117.62,-0.3720000000000001,7.12,0.14400000000000002,6.43,0.151,6.47,0.182,6.95,0.133,-0.741,985.429,0.147,899.436,7.983,905.37,1.224,820.934,4.521,1354.458,9.433,1350.434,2.291,1631.476,34.82,3026.047,16.427,1551.99,8.891,3065.25,13.336,3.792624
1669,73.13965753,150.81,0.279,99.02,-0.545,163.54,0.602,-0.322,-0.096,-0.264,-0.0474,779.952,13.153,4.848261,0.16,0.11,155.89,155.153,1.318,184.63,-1201.76,0.194,178.22,-0.304,256.46,0.217,686.89,-0.442,288.48,0.13699999999999998,189.19,0.07400000000000001,-0.2465,-0.0383,740.683,0.519,1305.598,8.437999999999999,1620.967,57.989,3.355629,0.14,0.1,118.1,204.99400000000003,1.178,137.17,-0.755,-0.1703,0.0569,5.0391580000000005,0.06,0.11,376.47,339.409,1.685,424.9,139.15,0.136,114.15,-0.326,141.06,0.056,34.2,0.629,38.4,0.468,33.74,0.667,40.22,1.325,41.46,1.029,126.51,0.22,148.46,0.018000000000000002,101.52,-0.161,104.91,-0.37,145.54,0.424,138.29,-0.285,129.92,-0.014,141.07,0.033,117.62,-0.3720000000000001,7.12,0.14400000000000002,6.43,0.151,6.47,0.182,6.95,0.133,-0.741,985.429,0.147,899.436,7.983,905.37,1.224,820.934,4.521,1354.458,9.433,1350.434,2.291,1631.476,34.82,3026.047,16.427,1551.99,8.891,3065.25,13.336,3.792624
1606,4.2283815680000005,151.95,0.723,99.77,-0.493,149.94,0.045,-0.384,-0.077,-0.2612,-0.0106,1074.48,4.665,2.94125,0.14,0.13,88.98,83.09,1.141,109.97,134.17,0.18600000000000005,122.17,-0.205,122.67,-0.156,135.26,0.125,6.98,0.146,6.98,0.136,-0.2373,-0.0104,728.0319999999998,2.439,1359.0479999999998,0.053,1629.804,0.56,2.32974,0.12,0.11,149.79,140.613,1.255,171.15,-0.611,-0.1913,0.0505,2.703408,0.07,0.12,170.58,153.22899999999996,1.268,188.57,139.15,0.136,114.15,-0.326,141.06,0.056,34.2,0.629,38.4,0.468,33.74,0.667,40.22,1.325,41.46,1.029,126.51,0.22,148.46,0.018000000000000002,101.52,-0.161,104.91,-0.37,145.54,0.424,138.29,-0.285,129.92,-0.014,141.07,0.033,117.62,-0.3720000000000001,7.12,0.14400000000000002,6.43,0.151,6.47,0.182,6.95,0.133,-0.741,985.429,0.147,899.436,7.983,905.37,1.224,820.934,4.521,1354.458,9.433,1350.434,2.291,1631.476,34.82,3026.047,16.427,1551.99,8.891,3065.25,13.336,3.792624
